usf0001_RCC_L1_MS_M.jpg,6,0.84862,1,0.784271,0.0695031,0.385637,0.460699,0.0364805,0.481137,0.0231845,0.266265,0.275633,0.296113,0.311439,0.00503186,0.343101,0.020362,0.18869,0.19332,0.212867,0.220163,0.00453397,0.241905,0.0114245,0.260198,0.0308464,0.149853,0.152744,0.150521,0.166038,0.19628,0,0,0,0,0,0
usf0001_RMLO_L1_MS_M.jpg,6,0.843378,1,0.788875,0.0447155,0.393387,0.434676,0.0252337,0.458145,0.0272595,0.254154,0.260771,0.294271,0.299403,0.00791176,0.330439,0.0163007,0.176729,0.188929,0.194487,0.237964,0.0168325,0.232059,0.00384502,0.281933,0.0322826,0.160935,0.140154,0.146919,0.168167,0.148691,0,0,0,0,0,0
usf0002_LMLO_L1_CL_M.jpg,5,0.860059,1,0.774845,0.123993,0.373784,0.515093,0.0209308,0.510441,0.0156703,0.269939,0.275118,0.310715,0.319131,0.0311478,0.353647,0.0369006,0.204472,0.2293,0.207512,0.26038,0.023974,0.276476,0.0264143,0.296787,0.00655936,0.124179,0.178493,0.182061,0.179297,0.207295,0,0,0,0,0,0
usf0003_RCC_L1_MS_M.jpg,6,0.825457,1,0.810043,0.0345315,0.426985,0.351678,0.0417435,0.407253,0.0296321,0.230654,0.245644,0.250222,0.292398,0.0145303,0.292876,0.0300591,0.187304,0.171113,0.182226,0.198374,0.017734,0.219042,0.0126332,0.237252,0.0219826,0.134529,0.140956,0.139303,0.155738,0.155827,0,0,0,0,0,0
usf0003_RMLO_L1_MS_M.jpg,6,0.824958,1,0.811235,0.0310906,0.432743,0.362587,0.0669408,0.417975,0.00471692,0.22249,0.253498,0.229332,0.279569,0.0342613,0.274993,0.0384684,0.17336,0.174143,0.167859,0.20334,0.0219586,0.220559,0.0146433,0.232842,0.0201875,0.14927,0.138702,0.148793,0.146503,0.168361,0,0,0,0,0,0
usf0004_RCC_L1_MS_M.jpg,6,0.916274,1,0.803649,0.485112,0.561375,0.901674,0.383678,0.773358,0.0614526,0.26135,0.403138,0.449931,0.153003,0.0498705,0.530019,0.116814,0.0965167,0.170647,0.295008,0.2068,0.14666,0.212299,0.133483,0.327288,0.0667833,0.198691,0.178976,0.326783,0.202693,0.236234,0,0,0,0,0,0
usf0006_LCC_L1_MS_M.jpg,6,0.874257,1,0.773003,0.20983,0.396143,0.609939,0.118939,0.57595,0.00454407,0.244752,0.309401,0.35437,0.275144,0.00541544,0.40895,0.0261103,0.167397,0.204942,0.236863,0.235073,0.0589289,0.245976,0.00979856,0.309004,0.0148594,0.149823,0.147594,0.189608,0.19459,0.170443,0,0,0,0,0,0
usf0006_LMLO_L1_MS_M.jpg,6,0.906374,1,0.745699,0.304775,0.335382,0.622776,0.0746476,0.544336,0.215325,0.293933,0.275751,0.514097,0.317248,0.0967298,0.475836,0.113787,0.178666,0.254544,0.255895,0.408986,0.0525267,0.282618,0.069486,0.408669,0.0552766,0.18193,0.172786,0.202318,0.224628,0.320476,0,0,0,0,0,0
usf0006_RCC_L1_MS_M.jpg,6,0.876862,1,0.779634,0.215636,0.402886,0.580839,0.0426284,0.536521,0.0974201,0.210119,0.28644,0.435619,0.271809,0.0383288,0.446057,0.00742596,0.186142,0.198917,0.251297,0.297178,0.0449079,0.242994,0.0608534,0.357922,0.0291049,0.103239,0.160316,0.191261,0.219229,0.205259,0,0,0,0,0,0
usf0006_RMLO_L1_MS_M.jpg,6,0.93325,1,0.749319,0.498,0.394175,0.847502,0.166342,0.709152,0.156403,0.247805,0.380024,0.628473,0.269279,0.103264,0.62045,0.0557529,0.177673,0.20042,0.35103,0.385633,0.0838673,0.242286,0.0834945,0.479057,0.0893105,0.134189,0.165011,0.196994,0.295566,0.226468,0,0,0,0,0,0
